total mass,68.63536835,,,,time,Rft_COM,,,Lft_COM,,,Rshank_COM,,,Lshank_COM,,,Rthigh_COM,,,Lthigh_COM,,,Rankle_jc,,,Lankle_jc,,,Rknee_jc,,,Lknee_jc,,,Rhip_jc,,,Lhip_jc,,,GRF_Rleg,,,GRF_Lleg,,,GRT_Rleg,,,GRT_Lleg,,,COP_Rleg,,,COP_Lleg,,,Rft_angle,,,Lft_angle,,,Rshank_angle,,,Lshank_angle,,,Rthigh_angle,,,Lthigh_angle,,
Mass of foot,0.940304546,,,,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,,,,2.10019,24.2895,14.5523,4.13067,26.238,73.4171,4.00453,22.8326,19.8693,31.0184,29.4196,63.6609,27.5865,16.273,29.5372,70.196,28.4255,51.3054,64.5892,21.4794,16.1279,9.17636,23.9154,70.5279,8.79097,23.9215,22.8801,48.5953,33.849,58.1349,42.7118,10.9689,34.1537,85.1757,24.6644,46.5693,79.7607,-7.42931,84.6724,438.121,7.01846,-39.9291,190.29,-40.1068,-2.26502,16.0878,7.12852,-7.10353,1.60285,25.1197,13.3539,-2.01993,27.7459,73.2021,-2.34902,-10.2685,1.1909,-102.573,18.1754,6.79404,-67.0081,-9.72005,3.49429,-113.393,20.0698,15.3796,-64.3431,-17.1286,-18.6948,-119.03,17.3369,-13.3138,-114.146
,,,,,2.10217,24.2895,14.554,4.13047,26.2379,73.4172,4.00559,22.8346,19.8673,31.0192,29.424,63.6517,27.5823,16.2711,29.5369,70.1947,28.4301,51.2952,64.5834,21.4803,16.1286,9.17519,23.9169,70.5245,8.78924,23.9245,22.8759,48.5977,33.8557,58.121,42.7057,10.9636,34.1562,85.1718,24.6676,46.5617,79.7552,-7.50781,84.4198,436.722,6.93898,-39.8644,190.431,-39.973,-2.2208,16.1259,7.07421,-7.14723,1.61297,25.1114,13.3553,-2.01998,27.7661,73.1708,-2.34889,-10.2585,1.18674,-102.58,18.2221,6.81464,-67.0144,-9.71231,3.49703,-113.374,20.0879,15.3875,-64.3627,-17.141,-18.7078,-119.064,17.3277,-13.319,-114.176
,,,,,2.10415,24.2876,14.5541,4.12988,26.2388,73.4153,4.00422,22.8364,19.8662,31.0202,29.4258,63.6445,27.578,16.2696,29.5366,70.193,28.4344,51.285,64.5768,21.4797,16.1305,9.17449,23.9137,70.525,8.78809,23.9281,22.8723,48.6001,33.8615,58.1076,42.6987,10.9586,34.1581,85.1672,24.6709,46.5536,79.7488,-7.51443,84.3844,435.268,6.99973,-39.902,190.729,-39.8663,-2.16635,16.1315,7.09827,-7.17613,1.63259,25.1007,13.3494,-2.01999,27.7755,73.1776,-2.3489,-10.2805,1.18571,-102.583,18.1822,6.79659,-67.0056,-9.70372,3.50293,-113.388,20.1116,15.4011,-64.3746,-17.1519,-18.7217,-119.101,17.3201,-13.3229,-114.216
,,,,,2.10612,24.2867,14.5542,4.13006,26.2397,73.4134,4.00279,22.8372,19.8646,31.0213,29.4286,63.6367,27.5738,16.2666,29.536,70.1917,28.4385,51.2736,64.5697,21.479,16.1321,9.17476,23.9112,70.5253,8.78726,23.9302,22.8682,48.6019,33.8685,58.0933,42.6919,10.9521,34.16,85.1638,24.6729,46.5443,79.7415,-7.59899,84.1889,434.088,6.99835,-39.9246,190.891,-39.643,-2.21594,16.1431,7.07647,-7.1957,1.62615,25.1135,13.376,-2.02012,27.7825,73.163,-2.34884,-10.2947,1.18445,-102.586,18.1459,6.78729,-67.004,-9.69525,3.50682,-113.395,20.1367,15.4153,-64.3844,-17.1628,-18.7346,-119.122,17.3131,-13.3305,-114.249
,,,,,2.1081,24.2872,14.5546,4.13152,26.2409,73.4115,4.00126,22.8364,19.8621,31.0226,29.4329,63.6278,27.57,16.2611,29.5349,70.1912,28.4421,51.2604,64.5619,21.4781,16.133,9.17666,23.9098,70.5253,8.78696,23.9295,22.863,48.6026,33.8775,58.0772,42.6852,10.9432,34.1617,85.1625,24.6728,46.533,79.7329,-7.63627,83.9171,432.884,7.21974,-40.0656,190.795,-39.5626,-2.26791,16.1452,7.16669,-7.18355,1.62376,25.127,13.3692,-2.02001,27.7781,73.2122,-2.349,-10.2957,1.18278,-102.587,18.1157,6.79279,-67.0148,-9.687,3.50732,-113.39,20.1642,15.4308,-64.3904,-17.1735,-18.7457,-119.114,17.3071,-13.3442,-114.274
,,,,,2.11008,24.288,14.5546,4.13182,26.2415,73.4108,4.0011,22.8368,19.8599,31.024,29.4375,63.6185,27.5655,16.2564,29.534,70.1901,28.4454,51.2479,64.5535,21.4782,16.133,9.17812,23.9103,70.5234,8.78661,23.9301,22.859,48.6039,33.8854,58.062,42.6774,10.9349,34.1629,85.1598,24.6728,46.5225,79.7242,-7.85859,83.7701,431.923,7.16277,-40.0982,191.165,-39.44,-2.18814,16.1331,7.16868,-7.23718,1.61351,25.1098,13.3773,-2.02014,27.7988,73.206,-2.34894,-10.2891,1.18353,-102.591,18.1255,6.80602,-67.0202,-9.6814,3.50807,-113.387,20.1882,15.4427,-64.3984,-17.1829,-18.7586,-119.118,17.301,-13.356,-114.301
,,,,,2.11206,24.289,14.5541,4.13017,26.2412,73.4123,4.00327,22.8392,19.858,31.0255,29.4427,63.6087,27.5599,16.2533,29.5334,70.1881,28.448,51.2368,64.5442,21.4801,16.1314,9.17884,23.9142,70.5185,8.78616,23.9328,22.8569,48.6061,33.8916,58.0482,42.6676,10.9277,34.1635,85.1548,24.6729,46.5132,79.7152,-7.88664,83.5286,430.286,7.12401,-40.0225,191.431,-39.3093,-2.16907,16.1398,7.18007,-7.2667,1.61193,25.1074,13.373,-2.02012,27.809,73.2067,-2.34893,-10.2695,1.18837,-102.599,18.2033,6.83235,-67.0164,-9.68029,3.50922,-113.387,20.2064,15.4485,-64.4096,-17.1898,-18.7747,-119.139,17.2944,-13.3648,-114.334
,,,,,2.11403,24.289,14.5535,4.12971,26.2412,73.4137,4.00474,22.8401,19.8567,31.0268,29.4464,63.6007,27.5548,16.249,29.5332,70.187,28.4498,51.2262,64.5352,21.4811,16.1317,9.17936,23.9159,70.5161,8.7863,23.9337,22.8544,48.608,33.8969,58.0358,42.6583,10.9199,34.1649,85.1515,24.6724,46.504,79.7064,-7.82931,83.4158,429.038,7.22531,-40.0586,191.076,-39.2267,-2.18866,16.1808,7.1521,-7.27223,1.64351,25.1136,13.3658,-2.02004,27.819,73.1991,-2.34889,-10.2741,1.19375,-102.605,18.2466,6.84413,-67.0143,-9.67601,3.50886,-113.389,20.2266,15.4559,-64.4249,-17.1978,-18.7882,-119.146,17.2896,-13.373,-114.378
,,,,,2.11601,24.2873,14.5529,4.13128,26.2419,73.4149,4.005,22.8386,19.8565,31.0278,29.4476,63.5959,27.5505,16.2426,29.5337,70.1874,28.4505,51.2168,64.5269,21.4807,16.1351,9.17951,23.9141,70.518,8.78747,23.9313,22.8511,48.6097,33.9006,58.0256,42.6497,10.9107,34.1679,85.1511,24.6709,46.4951,79.6982,-7.95064,83.2009,427.593,7.31368,-39.9795,191.351,-39.1401,-2.16048,16.181,7.09094,-7.3049,1.63548,25.1088,13.3553,-2.01999,27.8306,73.1617,-2.34876,-10.3199,1.20006,-102.609,18.231,6.83107,-67.0147,-9.66632,3.50593,-113.395,20.25,15.4662,-64.4472,-17.2075,-18.7972,-119.127,17.2876,-13.3804,-114.44
,,,,,2.11799,24.2866,14.5535,4.13225,26.2423,73.4158,4.00499,22.8377,19.8556,31.0284,29.4502,63.59,27.5461,16.2371,29.5344,70.1872,28.4522,51.2073,64.5185,21.4808,16.1365,9.17945,23.9135,70.5188,8.78846,23.9296,22.8485,48.6109,33.9057,58.0143,42.6408,10.9026,34.171,85.1499,24.6703,46.4867,79.6903,-8.05126,82.9602,426.375,7.34806,-40.0936,191.472,-38.9871,-2.1013,16.1819,7.19287,-7.31701,1.61101,25.0964,13.3651,-2.02012,27.8345,73.2126,-2.34891,-10.3289,1.20123,-102.614,18.2262,6.8266,-67.0157,-9.66032,3.50333,-113.415,20.2734,15.4766,-64.4638,-17.2168,-18.8062,-119.116,17.283,-13.3883,-114.493
,,,,,2.11997,24.2876,14.5562,4.13217,26.2423,73.4161,4.00453,22.838,19.8538,31.0285,29.4549,63.5822,27.5413,16.2332,29.5357,70.1858,28.4558,51.1975,64.5103,21.4819,16.1344,9.17901,23.915,70.5177,8.78914,23.9293,22.8468,48.6114,33.913,58.0011,42.6317,10.8961,34.1743,85.1473,24.6713,46.4794,79.6827,-8.12583,82.7578,425.087,7.37276,-40.0718,191.089,-38.8533,-2.11348,16.2084,7.13528,-7.2521,1.62621,25.1009,13.3689,-2.02012,27.8082,73.19,-2.34888,-10.2748,1.19353,-102.623,18.2398,6.83683,-67.0177,-9.66063,3.50129,-113.456,20.2968,15.4871,-64.4706,-17.2253,-18.8152,-119.116,17.274,-13.3971,-114.53
,,,,,2.12194,24.2878,14.5566,4.13195,26.2429,73.4159,4.00515,22.8389,19.8512,31.0293,29.4603,63.5741,27.5357,16.2292,29.5355,70.1845,28.4598,51.1868,64.5022,21.4829,16.1337,9.17921,23.9164,70.5165,8.78734,23.9302,22.8428,48.6126,33.9216,57.9874,42.6231,10.8887,34.1768,85.1442,24.6722,46.4706,79.675,-8.31785,82.6321,424.324,7.43741,-40.1063,191.487,-38.7459,-2.06568,16.1975,7.15341,-7.32471,1.64395,25.0906,13.3778,-2.02023,27.8382,73.1917,-2.34884,-10.2625,1.18951,-102.627,18.2586,6.84867,-67.0192,-9.6558,3.50112,-113.469,20.3191,15.4987,-64.4781,-17.2365,-18.8272,-119.127,17.2668,-13.4082,-114.561
,,,,,2.12392,24.2864,14.5528,4.13148,26.2446,73.4149,4.00766,22.8408,19.8474,31.0311,29.467,63.5656,27.5288,16.2252,29.5329,70.1833,28.4647,51.1743,64.4944,21.4836,16.1351,9.1805,23.9176,70.5152,8.78126,23.933,22.8348,48.615,33.9328,57.9731,42.6156,10.88,34.178,85.1405,24.6727,46.4595,79.6669,-8.46413,82.4801,422.918,7.48294,-40.1194,191.486,-38.587,-2.10541,16.2041,7.1799,-7.33293,1.60266,25.1017,13.3851,-2.02023,27.8425,73.2055,-2.34887,-10.3225,1.19183,-102.622,18.2867,6.86332,-67.0202,-9.64211,3.50416,-113.434,20.3393,15.5121,-64.4868,-17.2525,-18.8442,-119.156,17.2624,-13.4235,-114.581
,,,,,2.1259,24.2855,14.5511,4.1318,26.2456,73.4146,4.00861,22.8429,19.8447,31.0323,29.4723,63.5572,27.5231,16.2212,29.5314,70.1821,28.4676,51.1629,64.4861,21.4847,16.1359,9.18116,23.9192,70.5125,8.77824,23.9358,22.8292,48.6166,33.941,57.96,42.6076,10.8713,34.1792,85.1374,24.672,46.4493,79.6585,-8.71161,82.3936,421.486,7.66775,-39.9847,191.325,-38.5023,-2.05456,16.2029,7.15515,-7.38885,1.62734,25.0914,13.3744,-2.02021,27.875,73.1958,-2.34879,-10.3539,1.19185,-102.622,18.3227,6.88078,-67.0256,-9.63288,3.50657,-113.418,20.3577,15.5221,-64.5009,-17.2643,-18.8607,-119.168,17.2585,-13.4364,-114.616
,,,,,2.12788,24.2853,14.5529,4.13349,26.2456,73.4153,4.00687,22.8452,19.8438,31.0322,29.4751,63.549,27.5192,16.2173,29.5317,70.181,28.4673,51.1535,64.477,21.4865,16.1356,9.18072,23.9218,70.5077,8.78052,23.9386,22.8279,48.6168,33.9441,57.949,42.5988,10.8627,34.1806,85.1354,24.6693,46.4408,79.6492,-8.73609,82.2447,420.589,7.72963,-40.1807,191.581,-38.4409,-2.04381,16.2099,7.09394,-7.3924,1.63956,25.09,13.3695,-2.02018,27.8717,73.1588,-2.34869,-10.3357,1.18793,-102.632,18.3721,6.90301,-67.0387,-9.63138,3.50787,-113.435,20.3729,15.5264,-64.5242,-17.269,-18.8765,-119.153,17.2553,-13.4449,-114.679
,,,,,2.12985,24.2855,14.5541,4.13435,26.2457,73.4148,4.00529,22.8468,19.8422,31.0324,29.4783,63.5418,27.5153,16.2134,29.532,70.18,28.4686,51.1444,64.4688,21.4883,16.1351,9.17997,23.9223,70.5059,8.78187,23.9401,22.8254,48.6177,33.9494,57.9377,42.5907,10.855,34.1829,85.133,24.6678,46.4335,79.6408,-9.05019,81.9943,419.388,7.8763,-40.1514,191.173,-38.2534,-2.0594,16.1922,7.13635,-7.375,1.62252,25.0951,13.3881,-2.02028,27.8708,73.1889,-2.34878,-10.3192,1.18828,-102.641,18.3779,6.91213,-67.0471,-9.62809,3.50744,-113.442,20.3924,15.5356,-64.5404,-17.2775,-18.8897,-119.151,17.2497,-13.4549,-114.73
,,,,,2.13183,24.2864,14.5543,4.13379,26.246,73.4122,4.00398,22.8473,19.8391,31.033,29.4821,63.5365,27.5114,16.2095,29.5323,70.179,28.4727,51.1362,64.4619,21.49,16.1342,9.17867,23.9195,70.5092,8.78162,23.9396,22.8206,48.6198,33.9585,57.9254,42.5838,10.8488,34.1868,85.1298,24.6685,46.428,79.634,-9.26044,81.8714,418.123,7.92613,-40.0518,191.599,-38.0787,-2.06086,16.197,7.18873,-7.31673,1.62468,25.097,13.4024,-2.02038,27.8318,73.208,-2.3489,-10.3054,1.19609,-102.647,18.3076,6.89855,-67.047,-9.62165,3.50401,-113.435,20.4192,15.5536,-64.5443,-17.2923,-18.8984,-119.172,17.2401,-13.4674,-114.761
,,,,,2.13381,24.2866,14.5546,4.13327,26.2458,73.411,4.00368,22.8483,19.8374,31.0339,29.4866,63.53,27.5071,16.2061,29.5335,70.1766,28.4767,51.128,64.455,21.4905,16.1339,9.17893,23.9194,70.5095,8.78059,23.9409,22.8176,48.6212,33.9668,57.9134,42.5768,10.8421,34.1909,85.1248,24.6695,46.4225,79.627,-9.49636,81.8036,417.169,7.96668,-40.0774,191.215,-38.0802,-2.04212,16.1994,7.20246,-7.33237,1.6161,25.0937,13.3813,-2.02024,27.8477,73.2227,-2.34891,-10.2918,1.1982,-102.657,18.2962,6.90151,-67.0479,-9.6177,3.50518,-113.441,20.4407,15.5665,-64.5462,-17.3052,-18.9111,-119.181,17.231,-13.4781,-114.797
,,,,,2.13579,24.2854,14.555,4.13285,26.245,73.4125,4.00514,22.8501,19.8378,31.0353,29.4925,63.5212,27.5021,16.2034,29.5363,70.172,28.4805,51.1198,64.4478,21.4888,16.1345,9.18193,23.9241,70.5044,8.77819,23.9455,22.818,48.6213,33.9735,57.9017,42.5698,10.8344,34.1953,85.1169,24.6711,46.4167,79.6198,-9.62579,81.5286,415.836,8.00828,-40.1826,191.326,-37.992,-1.95641,16.1884,7.16524,-7.39138,1.64864,25.0748,13.3733,-2.02027,27.8763,73.2011,-2.3488,-10.2785,1.19036,-102.674,18.3881,6.93345,-67.0503,-9.6181,3.51439,-113.467,20.4532,15.5702,-64.5443,-17.3146,-18.9306,-119.17,17.2227,-13.4859,-114.844
,,,,,2.13777,24.2846,14.5549,4.13314,26.2445,73.4146,4.0071,22.8522,19.8373,31.0369,29.4983,63.5126,27.4976,16.2,29.5378,70.1694,28.4835,51.1111,64.4412,21.4888,16.135,9.18412,23.9273,70.5001,8.77632,23.9495,22.8167,48.6224,33.9815,57.8897,42.5632,10.826,34.1988,85.1119,24.6708,46.4103,79.6132,-9.72589,81.4942,414.539,8.13513,-40.075,191.95,-37.8171,-1.961,16.1761,7.20417,-7.36244,1.61275,25.0774,13.387,-2.02036,27.8486,73.2091,-2.34887,-10.2801,1.18557,-102.681,18.4723,6.96612,-67.0581,-9.61585,3.52023,-113.48,20.4673,15.578,-64.5596,-17.3242,-18.9492,-119.17,17.2148,-13.498,-114.885
,,,,,2.13974,24.2845,14.5538,4.13468,26.2448,73.4176,4.00995,22.8549,19.8351,31.0388,29.504,63.5043,27.4939,16.1953,29.5372,70.1706,28.4854,51.1014,64.4355,21.4914,16.1353,9.18487,23.9275,70.4971,8.77534,23.9521,22.8125,48.6252,33.9915,57.8771,42.5573,10.8161,34.2007,85.112,24.6671,46.4026,79.6076,-10.0187,81.3725,413.721,8.16759,-40.153,191.87,-37.7817,-1.92021,16.1627,7.17967,-7.36462,1.63408,25.0685,13.3776,-2.02033,27.8514,73.198,-2.34884,-10.3078,1.18615,-102.672,18.5428,7.00006,-67.0751,-9.60893,3.52014,-113.469,20.4844,15.5929,-64.6052,-17.3341,-18.9663,-119.189,17.2078,-13.5176,-114.915
,,,,,2.14172,24.2847,14.553,4.1354,26.2445,73.4194,4.01108,22.8565,19.8332,31.0399,29.5096,63.4956,27.4913,16.1912,29.5373,70.1701,28.488,51.0923,64.4288,21.4934,16.1356,9.18489,23.9291,70.4942,8.7776,23.9535,22.8087,48.6273,34.0004,57.8637,42.5508,10.8082,34.2034,85.1096,24.6653,46.3964,79.6008,-10.363,81.2378,413.108,8.16655,-40.147,191.639,-37.6862,-1.9674,16.1351,7.21046,-7.35051,1.63058,25.0806,13.3872,-2.02034,27.8487,73.2186,-2.3489,-10.3292,1.18761,-102.666,18.5911,7.01754,-67.0842,-9.60265,3.51911,-113.459,20.5047,15.6056,-64.6365,-17.3454,-18.9798,-119.198,17.1978,-13.5333,-114.947
,,,,,2.1437,24.2853,14.5525,4.13464,26.2434,73.4189,4.00917,22.8565,19.8317,31.0398,29.5151,63.4862,27.4905,16.1882,29.5386,70.1663,28.4918,51.0841,64.4204,21.4944,16.136,9.18362,23.933,70.4912,8.78555,23.9527,22.8058,48.628,34.0072,57.8491,42.543,10.8036,34.2077,85.1027,24.6669,46.3928,79.592,-10.6577,81.197,411.851,8.28619,-40.185,191.886,-37.621,-1.96252,16.1262,7.23688,-7.34046,1.62977,25.081,13.3753,-2.02026,27.8385,73.2275,-2.34894,-10.3395,1.19065,-102.666,18.5999,7.00593,-67.079,-9.59748,3.51642,-113.451,20.5308,15.6143,-64.6426,-17.3592,-18.9872,-119.189,17.1827,-13.5421,-114.981
,,,,,2.14568,24.2855,14.5519,4.13491,26.2434,73.4177,4.00803,22.8575,19.8316,31.0401,29.5198,63.4788,27.4871,16.1857,29.541,70.1625,28.4955,51.0765,64.4126,21.4951,16.1357,9.18446,23.9342,70.4912,8.78767,23.9539,22.8058,48.628,34.0146,57.8358,42.5351,10.7986,34.2118,85.0963,24.6682,46.389,79.5841,-10.8919,81.3192,411.156,8.41983,-40.0542,191.957,-37.5399,-1.9872,16.1201,7.23096,-7.40349,1.61186,25.0878,13.3796,-2.02026,27.8699,73.223,-2.34888,-10.3423,1.18922,-102.668,18.5834,6.99171,-67.0731,-9.59819,3.51717,-113.432,20.5561,15.6253,-64.6447,-17.3678,-18.9979,-119.187,17.1693,-13.5515,-115.019
,,,,,2.14765,24.285,14.5509,4.13699,26.2453,73.4151,4.00824,22.8604,19.8339,31.0413,29.5229,63.475,27.479,16.1841,29.5454,70.1586,28.4993,51.0695,64.4057,21.4955,16.1342,9.18906,23.9308,70.4962,8.77942,23.9587,22.8111,48.6264,34.0229,57.8248,42.5271,10.7925,34.2154,85.0907,24.6688,46.3848,79.5781,-11.207,81.228,410.169,8.45258,-40.1233,192.44,-37.462,-1.95002,16.0804,7.18862,-7.36404,1.62443,25.0799,13.3767,-2.02027,27.8397,73.1915,-2.34883,-10.3317,1.17987,-102.675,18.5219,6.97276,-67.066,-9.60931,3.52402,-113.394,20.5799,15.6402,-64.6399,-17.3672,-19.0145,-119.197,17.1588,-13.5623,-115.063
,,,,,2.14963,24.2845,14.5509,4.13826,26.2467,73.4134,4.00821,22.8629,19.8329,31.0426,29.5268,63.4691,27.4725,16.1834,29.5478,70.1557,28.5044,51.0633,64.3978,21.4949,16.1334,9.19122,23.9275,70.4952,8.77497,23.9638,22.81,48.6271,34.0327,57.815,42.5188,10.7878,34.2204,85.0854,24.6707,46.3812,79.5704,-11.6245,81.3224,409.18,8.56533,-40.06,192.61,-37.3611,-1.96584,16.0575,7.18336,-7.43893,1.64004,25.0849,13.3794,-2.02027,27.8752,73.1855,-2.34876,-10.3169,1.17327,-102.684,18.5109,6.97153,-67.0644,-9.60921,3.53226,-113.377,20.5952,15.6597,-64.6772,-17.3785,-19.0295,-119.224,17.1498,-13.5738,-115.099
,,,,,2.15161,24.2842,14.5529,4.13808,26.2472,73.4131,4.00775,22.865,19.8263,31.0442,29.5324,63.4595,27.4687,16.1842,29.547,70.1548,28.5119,51.0586,64.388,21.4926,16.1341,9.18905,23.9245,70.4833,8.77731,23.9694,22.7976,48.6317,34.0452,57.8073,42.5103,10.7854,34.2276,85.0806,24.6746,46.3785,79.5598,-11.9088,81.3616,409.022,8.55478,-39.9299,191.743,-37.3299,-1.92515,16.0415,7.16158,-7.40398,1.62324,25.0751,13.3835,-2.02034,27.8745,73.191,-2.34878,-10.2947,1.17158,-102.697,18.5905,7.00206,-67.0728,-9.58908,3.54298,-113.398,20.595,15.6874,-64.7893,-17.411,-19.0416,-119.281,17.1436,-13.5868,-115.12
,,,,,2.15359,24.2842,14.5544,4.13813,26.2472,73.4133,4.00797,22.8669,19.8216,31.0454,29.5392,63.451,27.4655,16.1828,29.5468,70.1532,28.5176,51.052,64.3788,21.4926,16.1344,9.18752,23.9257,70.4768,8.78018,23.9729,22.7887,48.6351,34.0565,57.7972,42.5022,10.7805,34.2334,85.0756,24.6765,46.3744,79.5499,-12.2305,81.3044,408.285,8.67464,-40.0642,192.007,-37.3106,-1.90946,16.0041,7.19805,-7.374,1.60531,25.0721,13.3718,-2.02028,27.8535,73.2049,-2.34885,-10.282,1.17228,-102.704,18.6471,7.02393,-67.0801,-9.57488,3.54785,-113.416,20.6064,15.706,-64.832,-17.4357,-19.0546,-119.312,17.136,-13.6012,-115.144
,,,,,2.15556,24.2849,14.5548,4.13859,26.2464,73.4145,4.00941,22.8687,19.8202,31.0458,29.5482,63.4445,27.4633,16.1773,29.5478,70.1505,28.5201,51.0423,64.3708,21.4965,16.1343,9.18715,23.9346,70.4798,8.78403,23.973,22.7863,48.6361,34.0656,57.7829,42.495,10.7711,34.2367,85.0704,24.6744,46.3678,79.5413,-12.6074,81.4802,408.138,8.83763,-40.014,191.623,-37.2293,-1.92281,15.9914,7.14154,-7.39308,1.6278,25.0756,13.3885,-2.02038,27.8712,73.1829,-2.34876,-10.2863,1.1773,-102.701,18.6626,7.03034,-67.0852,-9.57131,3.54225,-113.427,20.6384,15.7081,-64.7504,-17.4466,-19.0691,-119.297,17.1257,-13.6181,-115.174
,,,,,2.15754,24.285,14.5549,4.13835,26.2461,73.4148,4.00974,22.8705,19.8201,31.046,29.5543,63.4379,27.4602,16.172,29.5495,70.1479,28.5216,51.0327,64.3622,21.4989,16.1341,9.18737,23.938,70.4822,8.78649,23.9742,22.7863,48.6362,34.0739,57.7692,42.4875,10.7614,34.2397,85.0659,24.6712,46.3611,79.5319,-13.0249,81.5286,407.719,8.8554,-39.9127,191.551,-37.207,-1.88528,15.9707,7.08692,-7.44884,1.62059,25.0668,13.3847,-2.02039,27.9018,73.1558,-2.34863,-10.2866,1.17961,-102.702,18.6526,7.02673,-67.0869,-9.57158,3.54046,-113.429,20.6679,15.7167,-64.7047,-17.4531,-19.0853,-119.293,17.1167,-13.6354,-115.211
,,,,,2.15952,24.284,14.5544,4.13687,26.2464,73.4132,4.00808,22.8722,19.8222,31.0458,29.5551,63.4314,27.4559,16.1674,29.5528,70.1455,28.5213,51.0235,64.3526,21.4988,16.1337,9.18866,23.9317,70.4834,8.78645,23.9775,22.7905,48.6349,34.0804,57.7566,42.4797,10.7512,34.2423,85.0627,24.6661,46.3542,79.521,-13.1823,81.7271,407.183,8.97257,-39.7644,191.782,-37.1779,-1.94357,15.9466,7.06725,-7.45075,1.61664,25.0817,13.3799,-2.02029,27.8981,73.141,-2.34859,-10.2794,1.17705,-102.711,18.5966,7.00503,-67.0824,-9.57874,3.54551,-113.416,20.6928,15.7367,-64.7242,-17.4516,-19.1045,-119.309,17.1098,-13.6533,-115.261
,,,,,2.1615,24.2833,14.5531,4.1364,26.2474,73.4116,4.00763,22.8747,19.8229,31.0452,29.5597,63.4232,27.4506,16.1644,29.5556,70.1412,28.5239,51.0157,64.342,21.4999,16.1323,9.18923,23.9294,70.4791,8.78526,23.9811,22.7929,48.6334,34.0905,57.7451,42.4711,10.7437,34.2454,85.0565,24.6636,46.3489,79.509,-13.6651,81.7878,406.721,9.03741,-39.794,191.618,-37.211,-1.92075,15.9257,7.01928,-7.42168,1.63045,25.0767,13.3615,-2.02018,27.8863,73.1191,-2.34854,-10.2781,1.17284,-102.718,18.6084,7.01685,-67.0855,-9.58472,3.54928,-113.422,20.7077,15.7568,-64.7695,-17.4547,-19.1214,-119.318,17.1026,-13.6725,-115.295
,,,,,2.16347,24.2831,14.5502,4.13776,26.2493,73.4098,4.00938,22.8785,19.8211,31.0439,29.571,63.4119,27.4434,16.1645,29.5578,70.1336,28.5319,51.0104,64.3295,21.5031,16.129,9.18853,23.9346,70.465,8.78196,23.9853,22.7922,48.6316,34.1069,57.736,42.4607,10.7409,34.2497,85.0449,24.6658,46.3464,79.495,-14.1006,81.8397,407.102,9.18697,-39.7302,190.873,-37.1446,-1.87619,15.9092,7.08622,-7.3892,1.62465,25.0652,13.3863,-2.02041,27.8844,73.1685,-2.34869,-10.2875,1.16565,-102.718,18.7432,7.08949,-67.1024,-9.58854,3.55075,-113.463,20.7043,15.7767,-64.8614,-17.4662,-19.1344,-119.316,17.0949,-13.6941,-115.302
